submission_id,comments,experiment_duration,experiment_end_time,experiment_start_time,german_native,group,item_answer_type,item_number,item_type,knows_logic,knows_pragmatics,options,qud,question,response,response_time,stopwatch_ms,trial_number
3367,War sehr schwierig zu beantorten. Die Frage ob die Antwort wahr ist war meiner Meinung nach nicht richtig gestellt. Es hätte heißen müssen ist die Antwort richtig. Denn meist war sie unvollständig.,1375578,1646990671883,1646989296305,Ja,B,whatifp,2,test,Nein,Nein,Ja|Nein,,,Ja,14834,64569,8
3367,War sehr schwierig zu beantorten. Die Frage ob die Antwort wahr ist war meiner Meinung nach nicht richtig gestellt. Es hätte heißen müssen ist die Antwort richtig. Denn meist war sie unvollständig.,1375578,1646990671883,1646989296305,Ja,B,true,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,33264,51262,9
3367,War sehr schwierig zu beantorten. Die Frage ob die Antwort wahr ist war meiner Meinung nach nicht richtig gestellt. Es hätte heißen müssen ist die Antwort richtig. Denn meist war sie unvollständig.,1375578,1646990671883,1646989296305,Ja,B,whenq,1,test,Nein,Nein,Ja|Nein,,,Nein,25539,88497,10
3367,War sehr schwierig zu beantorten. Die Frage ob die Antwort wahr ist war meiner Meinung nach nicht richtig gestellt. Es hätte heißen müssen ist die Antwort richtig. Denn meist war sie unvollständig.,1375578,1646990671883,1646989296305,Ja,B,false,3,fillerCond,Nein,Nein,Ja|Nein,,,Nein,3774,32005,11
3367,War sehr schwierig zu beantorten. Die Frage ob die Antwort wahr ist war meiner Meinung nach nicht richtig gestellt. Es hätte heißen müssen ist die Antwort richtig. Denn meist war sie unvollständig.,1375578,1646990671883,1646989296305,Ja,B,whatifp,4,test,Nein,Nein,Ja|Nein,,,Nein,19096,36950,12
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,false,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,51724,70864,1
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,whenq,2,test,Nein,Nein,Ja|Nein,,,Ja,13344,49667,2
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,false,2,fillerCond,Nein,Nein,Ja|Nein,,,Nein,2471,41082,3
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,whenq,6,test,Nein,Nein,Ja|Nein,,,Ja,2589,58379,4
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,true,1,fillerCond,Nein,Nein,Ja|Nein,,,Ja,1707,86045,5
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,whatifp,1,test,Nein,Nein,Ja|Nein,,,Nein,26615,68410,6
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,true,3,fillerCond,Nein,Nein,Ja|Nein,,,Ja,20025,155545,7
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,whatifp,5,test,Nein,Nein,Ja|Nein,,,Ja,1261,50710,8
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,false,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,2672,33867,9
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,whatifp,3,test,Nein,Nein,Ja|Nein,,,Ja,1524,48881,10
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,true,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1538,40635,11
3334,"Nur weil etwas ""wahr"" ist, ist es noch lange nicht vollständig. ",984467,1646948890345,1646947905878,Ja,A,whenq,4,test,Nein,Nein,Ja|Nein,,,Ja,1892,50597,12
3333,,446868,1646899325437,1646898878569,Ja,A,true,3,fillerCond,Nein,Nein,Ja|Nein,,,Ja,3779,32158,1
3333,,446868,1646899325437,1646898878569,Ja,A,whatifp,5,test,Nein,Nein,Ja|Nein,,,Ja,3750,23519,2
3333,,446868,1646899325437,1646898878569,Ja,A,false,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,1327,30024,3
3333,,446868,1646899325437,1646898878569,Ja,A,false,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,1025,29115,4
3333,,446868,1646899325437,1646898878569,Ja,A,whenq,2,test,Nein,Nein,Ja|Nein,,,Ja,2397,29353,5
3333,,446868,1646899325437,1646898878569,Ja,A,false,2,fillerCond,Nein,Nein,Ja|Nein,,,Nein,1088,20303,6
3333,,446868,1646899325437,1646898878569,Ja,A,whenq,6,test,Nein,Nein,Ja|Nein,,,Nein,3114,26678,7
3333,,446868,1646899325437,1646898878569,Ja,A,true,1,fillerCond,Nein,Nein,Ja|Nein,,,Ja,1349,24737,8
3333,,446868,1646899325437,1646898878569,Ja,A,whatifp,1,test,Nein,Nein,Ja|Nein,,,Nein,6142,34338,9
3333,,446868,1646899325437,1646898878569,Ja,A,whatifp,3,test,Nein,Nein,Ja|Nein,,,Ja,8663,29971,10
3333,,446868,1646899325437,1646898878569,Ja,A,true,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,2067,35341,11
3333,,446868,1646899325437,1646898878569,Ja,A,whenq,4,test,Nein,Nein,Ja|Nein,,,Ja,10203,28349,12
3332,NA,957862,1646857007013,1646856049151,Ja,A,whatifp,3,test,Nein,Nein,Ja|Nein,,,Ja,5392,91101,1
3332,NA,957862,1646857007013,1646856049151,Ja,A,true,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,4388,50657,2
3332,NA,957862,1646857007013,1646856049151,Ja,A,whenq,4,test,Nein,Nein,Ja|Nein,,,Nein,22148,53441,3
3332,NA,957862,1646857007013,1646856049151,Ja,A,true,3,fillerCond,Nein,Nein,Ja|Nein,,,Ja,4901,44097,4
3332,NA,957862,1646857007013,1646856049151,Ja,A,whatifp,5,test,Nein,Nein,Ja|Nein,,,Ja,11540,57264,5
3332,NA,957862,1646857007013,1646856049151,Ja,A,false,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,10628,37857,6
3332,NA,957862,1646857007013,1646856049151,Ja,A,whenq,6,test,Nein,Nein,Ja|Nein,,,Ja,25756,53921,7
3332,NA,957862,1646857007013,1646856049151,Ja,A,true,1,fillerCond,Nein,Nein,Ja|Nein,,,Ja,26741,49801,8
3332,NA,957862,1646857007013,1646856049151,Ja,A,whatifp,1,test,Nein,Nein,Ja|Nein,,,Nein,106404,17993,9
3332,NA,957862,1646857007013,1646856049151,Ja,A,false,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,56508,16865,10
3332,NA,957862,1646857007013,1646856049151,Ja,A,whenq,2,test,Nein,Nein,Ja|Nein,,,Nein,19052,32729,11
3332,NA,957862,1646857007013,1646856049151,Ja,A,false,2,fillerCond,Nein,Nein,Ja|Nein,,,Nein,28933,50168,12
3331,NA,818457,1646838677094,1646837858637,Ja,B,whenq,1,test,Ja,Nein,Ja|Nein,,,Ja,10698,66997,1
3331,NA,818457,1646838677094,1646837858637,Ja,B,false,3,fillerCond,Ja,Nein,Ja|Nein,,,Ja,27783,31509,2
3331,NA,818457,1646838677094,1646837858637,Ja,B,whatifp,4,test,Ja,Nein,Ja|Nein,,,Ja,1251,29076,3
3331,NA,818457,1646838677094,1646837858637,Ja,B,false,1,fillerCond,Ja,Nein,Ja|Nein,,,Ja,2444,54736,4
3331,NA,818457,1646838677094,1646837858637,Ja,B,whatifp,2,test,Ja,Nein,Ja|Nein,,,Ja,3012,33462,5
3331,NA,818457,1646838677094,1646837858637,Ja,B,true,3,fillerExhaust,Ja,Nein,Ja|Nein,,,Ja,2134,111162,6
3331,NA,818457,1646838677094,1646837858637,Ja,B,false,2,fillerExhaust,Ja,Nein,Ja|Nein,,,Nein,1886,77338,7
3331,NA,818457,1646838677094,1646837858637,Ja,B,whenq,5,test,Ja,Nein,Ja|Nein,,,Ja,1724,39196,8
3331,NA,818457,1646838677094,1646837858637,Ja,B,true,2,fillerCond,Ja,Nein,Ja|Nein,,,Ja,23334,58528,9
3331,NA,818457,1646838677094,1646837858637,Ja,B,whenq,3,test,Ja,Nein,Ja|Nein,,,Ja,1580,83226,10
3331,NA,818457,1646838677094,1646837858637,Ja,B,true,1,fillerExhaust,Ja,Nein,Ja|Nein,,,Nein,1837,25708,11
3331,NA,818457,1646838677094,1646837858637,Ja,B,whatifp,6,test,Ja,Nein,Ja|Nein,,,Ja,17491,46916,12
3330,NA,1128398,1646754607075,1646753478677,Ja,B,false,1,fillerCond,Nein,Nein,Ja|Nein,,,Nein,22395,60830,1
3330,NA,1128398,1646754607075,1646753478677,Ja,B,whatifp,2,test,Nein,Nein,Ja|Nein,,,Nein,14938,60352,2
3330,NA,1128398,1646754607075,1646753478677,Ja,B,true,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,5282,40116,3
3330,NA,1128398,1646754607075,1646753478677,Ja,B,whenq,1,test,Nein,Nein,Ja|Nein,,,Nein,2876,320506,4
3330,NA,1128398,1646754607075,1646753478677,Ja,B,false,3,fillerCond,Nein,Nein,Ja|Nein,,,Nein,999,34238,5
3330,NA,1128398,1646754607075,1646753478677,Ja,B,whatifp,4,test,Nein,Nein,Ja|Nein,,,Ja,12254,32369,6
3330,NA,1128398,1646754607075,1646753478677,Ja,B,whenq,3,test,Nein,Nein,Ja|Nein,,,Ja,1084,73101,7
3330,NA,1128398,1646754607075,1646753478677,Ja,B,true,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1162,37126,8
3330,NA,1128398,1646754607075,1646753478677,Ja,B,whatifp,6,test,Nein,Nein,Ja|Nein,,,Ja,23535,82251,9
3330,NA,1128398,1646754607075,1646753478677,Ja,B,false,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,5064,41053,10
3330,NA,1128398,1646754607075,1646753478677,Ja,B,whenq,5,test,Nein,Nein,Ja|Nein,,,Nein,9984,46540,11
3330,NA,1128398,1646754607075,1646753478677,Ja,B,true,2,fillerCond,Nein,Nein,Ja|Nein,,,Ja,923,30951,12
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,whenq,6,test,Nein,Nein,Ja|Nein,,,Ja,98082,65731,1
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,true,1,fillerCond,Nein,Nein,Ja|Nein,,,Ja,46141,67486,2
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,whatifp,1,test,Nein,Nein,Ja|Nein,,,Nein,24638,76882,3
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,false,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,62140,67692,4
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,whenq,2,test,Nein,Nein,Ja|Nein,,,Nein,10035,35680,5
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,false,2,fillerCond,Nein,Nein,Ja|Nein,,,Nein,896,67066,6
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,true,3,fillerCond,Nein,Nein,Ja|Nein,,,Ja,12905,44167,7
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,whatifp,5,test,Nein,Nein,Ja|Nein,,,Nein,40197,109549,8
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,false,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,2452,51532,9
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,whatifp,3,test,Nein,Nein,Ja|Nein,,,Ja,1550,76230,10
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,true,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1309,71652,11
3329,"Ich hätte manchmal beides wählen können, je nach Interpretation. ",1340545,1646745385413,1646744044868,Ja,A,whenq,4,test,Nein,Nein,Ja|Nein,,,Nein,2851,41191,12
3328,NA,5426790,1646741455271,1646736028481,Ja,A,whenq,6,test,Nein,Nein,Ja|Nein,,,Ja,49070,92331,1
3328,NA,5426790,1646741455271,1646736028481,Ja,A,true,1,fillerCond,Nein,Nein,Ja|Nein,,,Nein,19382,60421,2
3328,NA,5426790,1646741455271,1646736028481,Ja,A,whatifp,1,test,Nein,Nein,Ja|Nein,,,Nein,4264,77298,3
3328,NA,5426790,1646741455271,1646736028481,Ja,A,false,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,919,44386,4
3328,NA,5426790,1646741455271,1646736028481,Ja,A,whenq,2,test,Nein,Nein,Ja|Nein,,,Nein,1029,58697,5
3328,NA,5426790,1646741455271,1646736028481,Ja,A,false,2,fillerCond,Nein,Nein,Ja|Nein,,,Nein,5800,73788,6
3328,NA,5426790,1646741455271,1646736028481,Ja,A,true,3,fillerCond,Nein,Nein,Ja|Nein,,,Nein,5044,32041,7
3328,NA,5426790,1646741455271,1646736028481,Ja,A,whatifp,5,test,Nein,Nein,Ja|Nein,,,Ja,12034,46479,8
3328,NA,5426790,1646741455271,1646736028481,Ja,A,false,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,1060,24662,9
3328,NA,5426790,1646741455271,1646736028481,Ja,A,whatifp,3,test,Nein,Nein,Ja|Nein,,,Nein,1136,51564,10
3328,NA,5426790,1646741455271,1646736028481,Ja,A,true,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1214023,616815,11
3328,NA,5426790,1646741455271,1646736028481,Ja,A,whenq,4,test,Nein,Nein,Ja|Nein,,,Nein,1346,2859459,12
3327,NA,75649,1646730346448,1646730270799,Ja,B,whenq,1,test,Ja,Nein,Ja|Nein,,,Ja,939,2601,1
3327,NA,75649,1646730346448,1646730270799,Ja,B,false,3,fillerCond,Ja,Nein,Ja|Nein,,,Ja,746,2236,2
3327,NA,75649,1646730346448,1646730270799,Ja,B,whatifp,4,test,Ja,Nein,Ja|Nein,,,Ja,1422,1655,3
3327,NA,75649,1646730346448,1646730270799,Ja,B,false,1,fillerCond,Ja,Nein,Ja|Nein,,,Ja,786,1887,4
3327,NA,75649,1646730346448,1646730270799,Ja,B,whatifp,2,test,Ja,Nein,Ja|Nein,,,Ja,1739,1805,5
3327,NA,75649,1646730346448,1646730270799,Ja,B,true,3,fillerExhaust,Ja,Nein,Ja|Nein,,,Nein,3097,1545,6
3327,NA,75649,1646730346448,1646730270799,Ja,B,false,2,fillerExhaust,Ja,Nein,Ja|Nein,,,Ja,3599,1609,7
3327,NA,75649,1646730346448,1646730270799,Ja,B,whenq,5,test,Ja,Nein,Ja|Nein,,,Nein,2968,2073,8
3327,NA,75649,1646730346448,1646730270799,Ja,B,true,2,fillerCond,Ja,Nein,Ja|Nein,,,Ja,4424,1545,9
3327,NA,75649,1646730346448,1646730270799,Ja,B,whenq,3,test,Ja,Nein,Ja|Nein,,,Ja,3549,2199,10
3327,NA,75649,1646730346448,1646730270799,Ja,B,true,1,fillerExhaust,Ja,Nein,Ja|Nein,,,Ja,10729,1365,11
3327,NA,75649,1646730346448,1646730270799,Ja,B,whatifp,6,test,Ja,Nein,Ja|Nein,,,Ja,1641,1985,12
3326,NA,525841,1646728084302,1646727558461,Ja,A,true,3,fillerCond,Nein,Nein,Ja|Nein,,,Ja,7030,35009,1
3326,NA,525841,1646728084302,1646727558461,Ja,A,whatifp,5,test,Nein,Nein,Ja|Nein,,,Ja,20248,40247,2
3326,NA,525841,1646728084302,1646727558461,Ja,A,false,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,2510,28643,3
3326,NA,525841,1646728084302,1646727558461,Ja,A,false,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,4046,32181,4
3326,NA,525841,1646728084302,1646727558461,Ja,A,whenq,2,test,Nein,Nein,Ja|Nein,,,Ja,6018,28228,5
3326,NA,525841,1646728084302,1646727558461,Ja,A,false,2,fillerCond,Nein,Nein,Ja|Nein,,,Nein,2125,29868,6
3326,NA,525841,1646728084302,1646727558461,Ja,A,whenq,6,test,Nein,Nein,Ja|Nein,,,Ja,1977,38016,7
3326,NA,525841,1646728084302,1646727558461,Ja,A,true,1,fillerCond,Nein,Nein,Ja|Nein,,,Ja,6119,38199,8
3326,NA,525841,1646728084302,1646727558461,Ja,A,whatifp,1,test,Nein,Nein,Ja|Nein,,,Ja,2223,34034,9
3326,NA,525841,1646728084302,1646727558461,Ja,A,whatifp,3,test,Nein,Nein,Ja|Nein,,,Ja,1220,32359,10
3326,NA,525841,1646728084302,1646727558461,Ja,A,true,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,2109,29625,11
3326,NA,525841,1646728084302,1646727558461,Ja,A,whenq,4,test,Nein,Nein,Ja|Nein,,,Ja,2495,39194,12
3325,NA,396573,1646672658588,1646672262015,Ja,B,false,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,2040,25148,1
3325,NA,396573,1646672658588,1646672262015,Ja,B,whenq,5,test,Nein,Nein,Ja|Nein,,,Ja,5986,32554,2
3325,NA,396573,1646672658588,1646672262015,Ja,B,true,2,fillerCond,Nein,Nein,Ja|Nein,,,Ja,1934,21036,3
3325,NA,396573,1646672658588,1646672262015,Ja,B,whenq,3,test,Nein,Nein,Ja|Nein,,,Ja,18856,32997,4
3325,NA,396573,1646672658588,1646672262015,Ja,B,true,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1441,20921,5
3325,NA,396573,1646672658588,1646672262015,Ja,B,whatifp,6,test,Nein,Nein,Ja|Nein,,,Ja,2610,31359,6
3325,NA,396573,1646672658588,1646672262015,Ja,B,false,1,fillerCond,Nein,Nein,Ja|Nein,,,Nein,13640,30142,7
3325,NA,396573,1646672658588,1646672262015,Ja,B,whatifp,2,test,Nein,Nein,Ja|Nein,,,Ja,985,19509,8
3325,NA,396573,1646672658588,1646672262015,Ja,B,true,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1174,19403,9
3325,NA,396573,1646672658588,1646672262015,Ja,B,whenq,1,test,Nein,Nein,Ja|Nein,,,Ja,1223,21519,10
3325,NA,396573,1646672658588,1646672262015,Ja,B,false,3,fillerCond,Nein,Nein,Ja|Nein,,,Nein,967,14541,11
3325,NA,396573,1646672658588,1646672262015,Ja,B,whatifp,4,test,Nein,Nein,Ja|Nein,,,Ja,6106,31447,12
3324,NA,734476,1646671604584,1646670870108,Ja,B,false,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,3921,58867,1
3324,NA,734476,1646671604584,1646670870108,Ja,B,whenq,5,test,Nein,Nein,Ja|Nein,,,Ja,21551,60325,2
3324,NA,734476,1646671604584,1646670870108,Ja,B,true,2,fillerCond,Nein,Nein,Ja|Nein,,,Ja,47066,34112,3
3324,NA,734476,1646671604584,1646670870108,Ja,B,whenq,3,test,Nein,Nein,Ja|Nein,,,Nein,1927,51705,4
3324,NA,734476,1646671604584,1646670870108,Ja,B,true,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,2061,27426,5
3324,NA,734476,1646671604584,1646670870108,Ja,B,whatifp,6,test,Nein,Nein,Ja|Nein,,,Ja,11831,40027,6
3324,NA,734476,1646671604584,1646670870108,Ja,B,false,1,fillerCond,Nein,Nein,Ja|Nein,,,Nein,10078,57642,7
3324,NA,734476,1646671604584,1646670870108,Ja,B,whatifp,2,test,Nein,Nein,Ja|Nein,,,Ja,8108,33956,8
3324,NA,734476,1646671604584,1646670870108,Ja,B,true,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1087,22845,9
3324,NA,734476,1646671604584,1646670870108,Ja,B,whenq,1,test,Nein,Nein,Ja|Nein,,,Nein,16802,78508,10
3324,NA,734476,1646671604584,1646670870108,Ja,B,false,3,fillerCond,Nein,Nein,Ja|Nein,,,Nein,1230,22190,11
3324,NA,734476,1646671604584,1646670870108,Ja,B,whatifp,4,test,Nein,Nein,Ja|Nein,,,Nein,10991,22349,12
3323,NA,497431,1646671333656,1646670836225,Ja,A,true,3,fillerCond,Nein,Nein,Ja|Nein,,,Ja,8082,37929,1
3323,NA,497431,1646671333656,1646670836225,Ja,A,whatifp,5,test,Nein,Nein,Ja|Nein,,,Nein,19166,26110,2
3323,NA,497431,1646671333656,1646670836225,Ja,A,false,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,1502,38848,3
3323,NA,497431,1646671333656,1646670836225,Ja,A,false,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,1224,30055,4
3323,NA,497431,1646671333656,1646670836225,Ja,A,whenq,2,test,Nein,Nein,Ja|Nein,,,Ja,1042,37632,5
3323,NA,497431,1646671333656,1646670836225,Ja,A,false,2,fillerCond,Nein,Nein,Ja|Nein,,,Nein,2194,36121,6
3323,NA,497431,1646671333656,1646670836225,Ja,A,whenq,6,test,Nein,Nein,Ja|Nein,,,Ja,1134,22166,7
3323,NA,497431,1646671333656,1646670836225,Ja,A,true,1,fillerCond,Nein,Nein,Ja|Nein,,,Ja,1113,30108,8
3323,NA,497431,1646671333656,1646670836225,Ja,A,whatifp,1,test,Nein,Nein,Ja|Nein,,,Nein,2291,45745,9
3323,NA,497431,1646671333656,1646670836225,Ja,A,whatifp,3,test,Nein,Nein,Ja|Nein,,,Ja,1706,44028,10
3323,NA,497431,1646671333656,1646670836225,Ja,A,true,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1312,22699,11
3323,NA,497431,1646671333656,1646670836225,Ja,A,whenq,4,test,Nein,Nein,Ja|Nein,,,Ja,1247,24154,12
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,whenq,3,test,Nein,Nein,Ja|Nein,,,Ja,4280,57047,1
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,true,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1589,27290,2
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,whatifp,6,test,Nein,Nein,Ja|Nein,,,Ja,7080,23773,3
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,whenq,1,test,Nein,Nein,Ja|Nein,,,Ja,3059,43227,4
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,false,3,fillerCond,Nein,Nein,Ja|Nein,,,Ja,966,15530,5
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,whatifp,4,test,Nein,Nein,Ja|Nein,,,Ja,7788,21802,6
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,false,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,8866,21454,7
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,whenq,5,test,Nein,Nein,Ja|Nein,,,Ja,2149,34021,8
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,true,2,fillerCond,Nein,Nein,Ja|Nein,,,Ja,1590,22332,9
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,false,1,fillerCond,Nein,Nein,Ja|Nein,,,Nein,993,25734,10
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,whatifp,2,test,Nein,Nein,Ja|Nein,,,Ja,6308,25617,11
3322,"Ich fand die ersten Fragen schwer zu beantworten, da die Aussagen zwar der Wahrheit entsprachen, aber nur einen Teil der Wahrheit abdeckten. ",477685,1646667750203,1646667272518,Ja,B,true,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1057,22376,12
3321,NA,858667,1646667002629,1646666143962,Ja,B,false,2,fillerExhaust,Nein,Nein,Ja|Nein,,,Nein,5213,38414,1
3321,NA,858667,1646667002629,1646666143962,Ja,B,whenq,5,test,Nein,Nein,Ja|Nein,,,Ja,5089,39106,2
3321,NA,858667,1646667002629,1646666143962,Ja,B,true,2,fillerCond,Nein,Nein,Ja|Nein,,,Ja,10899,39947,3
3321,NA,858667,1646667002629,1646666143962,Ja,B,whenq,3,test,Nein,Nein,Ja|Nein,,,Nein,15600,47001,4
3321,NA,858667,1646667002629,1646666143962,Ja,B,true,1,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,8947,37561,5
3321,NA,858667,1646667002629,1646666143962,Ja,B,whatifp,6,test,Nein,Nein,Ja|Nein,,,Nein,2370,41769,6
3321,NA,858667,1646667002629,1646666143962,Ja,B,false,1,fillerCond,Nein,Nein,Ja|Nein,,,Nein,1594,41576,7
3321,NA,858667,1646667002629,1646666143962,Ja,B,whatifp,2,test,Nein,Nein,Ja|Nein,,,Ja,4434,32015,8
3321,NA,858667,1646667002629,1646666143962,Ja,B,true,3,fillerExhaust,Nein,Nein,Ja|Nein,,,Ja,1925,38746,9
3321,NA,858667,1646667002629,1646666143962,Ja,B,whenq,1,test,Nein,Nein,Ja|Nein,,,Ja,1963,304251,10
3321,NA,858667,1646667002629,1646666143962,Ja,B,false,3,fillerCond,Nein,Nein,Ja|Nein,,,Nein,1243,25953,11
3321,NA,858667,1646667002629,1646666143962,Ja,B,whatifp,4,test,Nein,Nein,Ja|Nein,,,Ja,2685,28805,12
3320,NA,535485,1646664479273,1646663943788,Ja,B,whenq,1,test,Nein,Nein,Ja|Nein,,,Ja,12704,45268,1
3320,NA,535485,1646664479273,1646663943788,Ja,B,false,3,fillerCond,Nein,Nein,Ja|Nein,,,Nein,1072,23307,2
3320,NA,535485,1646664479273,1646663943788,Ja,B,whatifp,4,test,Nein,Nein,Ja|Nein,,,Nein,942,17911,3
3320,NA,535485,1646664479273,1646663943788,Ja,B,false,1,fillerCond,Nein,Nein,Ja|Nein,,,Nein,4472,56006,4
3320,NA,535485,1646664479273,1646663943788,Ja,B,whatifp,2,test,Nein,Nein,Ja|Nein,,,Ja,1234,36862,5
